roughness,brightness,thickness,curling,dirt,clip,wave,quality
282,92,2,4,0,2,1,A/B
299,93,1,66,0,2,1,A/B
272,95,2,40,1,2,3,A/B
299,86,1,50,2,1,2,A/B
256,91,1,90,2,2,1,A/B
308,95,1,81,0,2,1,A/B
260,86,1,30,1,3,1,A/B
271,100,1,31,0,2,1,A/B
285,99,1,90,2,3,1,A/B
267,98,1,37,1,1,1,A/B
276,96,2,11,0,2,3,A/B
260,85,1,10,0,2,3,A/B
295,96,2,45,2,2,1,A/B
285,86,1,87,1,1,2,A/B
276,99,2,28,1,1,2,A/B
269,86,2,96,0,1,1,A/B
295,87,2,88,0,2,2,A/B
262,87,1,100,2,3,2,A/B
289,98,2,85,0,1,3,A/B
273,94,1,47,0,2,3,A/B
270,88,1,73,2,3,3,A/B
290,94,2,77,2,1,1,A/B
278,96,2,13,2,3,1,A/B
309,92,1,45,1,1,3,A/B
278,96,2,22,1,1,1,A/B
268,95,1,40,1,1,2,A/B
267,95,1,93,2,1,3,A/B
265,92,1,83,2,1,1,A/B
261,89,2,69,2,2,2,A/B
264,91,2,64,1,2,3,A/B
282,100,1,46,2,3,3,A/B
303,91,1,56,1,2,2,A/B
282,87,1,35,0,1,3,A/B
259,96,2,97,2,2,1,A/B
278,99,1,2,1,1,2,A/B
300,89,1,86,2,3,2,A/B
284,94,2,34,1,2,1,A/B
279,86,1,19,1,2,2,A/B
310,85,1,29,0,1,3,A/B
268,94,1,73,1,2,2,A/B
254,97,1,39,1,3,3,A/B
278,97,2,72,0,3,1,A/B
294,93,1,8,0,3,2,A/B
284,91,1,27,2,2,3,A/B
295,95,1,88,0,2,2,A/B
281,92,2,97,1,2,3,A/B
292,98,1,99,0,2,1,A/B
254,88,1,17,1,1,1,A/B
260,100,1,73,1,1,2,A/B
272,95,2,4,0,3,3,A/B
278,95,1,63,0,3,1,A/B
310,90,2,14,2,1,1,A/B
296,88,2,97,2,3,1,A/B
293,92,2,84,2,3,3,A/B
297,100,1,32,2,2,2,A/B
295,87,2,44,0,3,1,A/B
297,90,2,61,1,2,3,A/B
300,87,1,32,2,2,3,A/B
301,92,1,82,0,1,2,A/B
279,95,2,54,2,3,1,A/B
268,92,2,32,2,3,1,A/B
273,90,1,15,1,2,1,A/B
306,85,2,32,1,3,2,A/B
281,90,2,45,0,1,2,A/B
297,86,2,37,0,1,2,A/B
284,96,2,21,1,1,1,A/B
269,86,2,13,1,3,2,A/B
294,85,1,59,0,2,1,A/B
307,97,1,93,0,2,3,A/B
287,92,2,80,2,2,1,A/B
304,91,1,9,2,2,1,A/B
305,98,2,1,0,3,1,A/B
258,92,2,96,1,3,2,A/B
280,90,1,58,1,2,1,A/B
291,86,2,6,1,1,2,A/B
301,88,2,34,0,1,1,A/B
271,94,2,3,2,2,1,A/B
299,92,2,96,0,1,2,A/B
297,95,2,78,0,1,2,A/B
265,93,2,67,1,1,1,A/B
253,99,1,12,2,1,3,A/B
309,99,2,75,1,3,1,A/B
261,96,2,43,2,1,2,A/B
302,88,1,92,2,3,2,A/B
254,97,1,68,1,2,1,A/B
286,98,1,51,2,3,2,A/B
306,97,1,100,2,3,1,A/B
255,86,2,78,2,2,2,A/B
273,89,2,10,2,3,2,A/B
301,86,1,68,1,2,3,A/B
276,93,2,75,2,1,3,A/B
261,100,1,23,0,1,1,A/B
309,98,1,54,0,2,1,A/B
250,90,2,2,1,3,3,A/B
288,98,2,75,0,2,3,A/B
266,93,2,37,1,1,1,A/B
269,94,1,72,0,2,3,A/B
272,91,2,20,2,1,3,A/B
279,88,1,67,0,3,2,A/B
289,88,2,73,0,2,3,A/B
259,100,1,0,2,2,1,A/B
277,100,2,94,1,2,2,A/B
300,90,1,33,1,3,2,A/B
271,96,2,76,1,3,3,A/B
280,86,2,66,1,2,3,A/B
288,92,1,67,1,2,3,A/B
309,87,1,62,0,3,3,A/B
276,91,1,57,1,2,3,A/B
298,100,2,51,0,3,1,A/B
304,93,1,53,1,3,1,A/B
281,96,2,26,2,2,1,A/B
281,87,2,72,1,3,2,A/B
262,90,1,95,0,2,1,A/B
309,86,1,68,2,1,1,A/B
254,91,1,49,2,3,2,A/B
286,93,1,61,2,1,3,A/B
254,87,1,85,2,3,1,A/B
272,86,2,44,0,2,3,A/B
261,89,2,1,1,2,1,A/B
267,86,2,59,0,2,3,A/B
261,86,1,70,0,3,2,A/B
276,90,1,63,1,3,3,A/B
277,85,2,20,2,2,1,A/B
250,100,1,65,1,1,3,A/B
278,96,1,46,2,3,2,A/B
264,87,2,80,2,1,3,A/B
300,99,1,95,0,2,1,A/B
270,87,1,61,2,2,3,A/B
290,95,2,63,1,3,1,A/B
274,86,2,23,1,3,3,A/B
278,93,2,20,1,3,1,A/B
291,94,2,95,2,3,3,A/B
274,90,1,29,1,1,3,A/B
257,93,1,63,1,2,2,A/B
294,90,2,90,2,2,2,A/B
287,95,1,29,2,1,1,A/B
281,100,2,42,2,1,2,A/B
261,86,2,25,2,2,2,A/B
270,90,1,55,0,1,1,A/B
307,96,2,91,2,2,2,A/B
250,97,1,93,2,3,1,A/B
306,90,1,82,2,2,1,A/B
286,97,2,48,0,1,1,A/B
257,95,1,87,1,2,1,A/B
284,98,2,37,2,3,2,A/B
250,87,1,23,1,1,3,A/B
250,100,1,22,2,2,3,A/B
277,95,2,35,1,2,1,A/B
250,97,1,5,1,2,2,A/B
262,95,1,82,2,1,1,A/B
261,88,1,39,1,1,1,A/B
266,93,1,65,1,2,3,A/B
289,92,2,18,0,2,3,A/D
260,96,1,15,1,2,3,A/D
279,96,1,38,1,2,1,A/D
309,89,1,58,1,1,2,A/D
259,94,2,92,2,2,1,A/D
286,96,1,49,1,3,3,A/D
279,93,2,15,2,1,2,A/D
260,85,1,57,1,3,2,A/D
310,87,2,71,1,1,2,A/D
250,86,1,75,2,2,2,A/D
309,89,1,12,1,3,1,A/D
254,96,1,8,0,3,3,A/D
301,93,2,86,1,3,1,A/D
293,85,1,56,1,3,3,A/D
252,89,2,31,2,2,2,A/D
257,93,2,50,1,2,2,A/D
287,90,1,40,0,1,1,A/D
294,89,2,12,2,3,2,A/D
305,100,1,96,1,3,3,A/D
309,91,2,50,1,2,2,A/D
287,93,1,15,0,1,3,A/D
293,100,1,55,0,2,2,A/D
263,87,1,46,2,2,1,A/D
258,85,2,76,2,1,3,A/D
269,90,2,30,0,1,1,A/D
305,100,2,8,0,1,3,A/D
283,89,2,70,1,1,1,A/D
290,97,1,76,0,2,2,A/D
269,85,2,95,0,3,1,A/D
275,88,2,8,2,3,2,A/D
282,93,2,100,2,1,1,A/D
268,99,1,7,1,2,2,A/D
301,96,2,92,0,2,3,A/D
285,91,1,26,2,3,3,A/D
269,95,1,68,1,1,2,A/D
268,92,1,49,2,3,1,A/D
277,90,1,100,1,3,1,A/D
259,88,2,95,2,1,3,A/D
297,87,1,55,2,3,1,A/D
284,97,1,31,2,3,3,A/D
310,85,1,32,1,2,3,A/D
294,92,2,49,0,2,2,A/D
260,91,2,65,0,3,2,A/D
296,93,1,91,2,1,1,A/D
293,93,2,11,1,2,3,A/D
271,93,2,61,2,1,3,A/D
291,99,2,77,2,1,2,A/D
259,95,1,90,0,2,3,A/D
302,89,1,63,1,1,3,A/D
297,98,1,50,1,3,2,A/D
263,85,2,11,2,1,3,A/D
257,99,2,93,2,1,2,A/D
276,86,1,51,2,2,1,A/D
294,85,2,90,1,3,1,A/D
254,97,1,19,0,1,2,A/D
274,94,2,25,1,3,2,A/D
262,95,1,94,1,1,1,A/D
298,95,2,55,2,2,3,A/D
278,86,2,31,0,1,2,A/D
250,92,2,44,2,2,2,A/D
261,92,2,54,1,1,3,A/D
287,85,1,76,1,3,2,A/D
257,99,2,55,1,2,3,A/D
268,93,2,15,0,1,3,A/D
255,92,2,71,2,2,3,A/D
280,93,1,48,1,3,1,A/D
251,99,2,24,1,2,3,A/D
256,86,2,61,2,1,3,A/D
251,88,1,15,1,2,1,A/D
273,98,2,59,2,1,1,A/D
296,92,2,98,2,3,1,A/D
303,89,1,95,0,1,2,A/D
279,96,2,18,1,2,1,A/D
301,94,1,50,1,2,2,A/D
302,85,1,80,1,2,2,A/D
290,91,1,65,0,2,1,A/D
302,91,2,65,1,1,3,A/D
285,94,2,62,0,3,3,A/D
261,98,1,90,2,3,3,A/D
277,96,1,29,2,3,1,A/D
299,91,1,24,1,1,2,A/D
286,92,1,60,1,1,1,A/D
291,91,2,1,2,1,3,A/D
304,87,2,45,1,1,3,A/D
284,100,2,90,0,2,3,A/D
298,97,2,27,1,3,3,A/D
268,90,1,36,1,1,1,A/D
284,86,1,67,1,3,3,A/D
304,99,2,80,0,2,1,A/D
252,90,1,30,1,1,3,A/D
298,90,1,92,0,3,1,A/D
304,97,2,73,0,1,3,A/D
254,88,1,21,0,3,3,A/D
276,91,1,79,1,1,1,A/D
297,94,1,20,1,1,1,A/D
289,90,2,58,1,3,2,A/D
269,90,1,6,2,1,3,A/D
294,99,1,8,1,3,2,A/D
284,91,1,3,1,3,1,A/D
295,99,1,7,0,3,3,A/D
279,85,1,33,1,1,3,A/D
304,85,2,16,2,2,1,A/D
299,90,1,73,1,1,3,A/D
299,99,1,32,1,2,1,A/D
260,94,2,18,0,2,3,A/D
305,97,1,16,2,1,1,A/D
265,97,2,89,0,2,2,A/D
287,89,2,52,2,3,3,A/D
266,88,2,38,2,3,2,A/D
289,99,1,59,0,2,1,A/D
260,97,1,50,0,2,2,A/D
269,90,2,84,0,2,2,A/D
302,88,1,19,0,3,3,A/D
308,89,1,34,0,2,1,A/D
260,96,1,74,0,2,3,A/D
292,98,2,93,2,2,2,A/D
257,88,1,31,0,1,2,A/D
294,90,1,90,1,1,3,A/D
304,100,2,42,0,1,1,A/D
270,98,1,72,2,3,3,A/D
270,88,2,39,0,1,1,A/D
283,97,1,95,0,2,3,A/D
251,87,1,97,2,2,3,A/D
281,97,2,1,2,2,2,A/D
255,93,1,54,2,3,3,A/D
305,94,1,20,2,3,3,A/D
287,99,2,16,2,3,2,A/D
292,86,1,22,2,2,1,A/D
280,86,1,27,1,2,1,A/D
295,92,1,82,0,2,1,A/D
305,96,1,12,1,1,1,A/D
267,97,2,49,0,1,3,A/D
277,87,1,65,1,1,1,A/D
253,96,1,23,2,3,1,A/D
300,89,2,92,1,1,3,A/D
257,85,1,23,1,2,1,A/D
261,95,2,35,2,2,2,A/D
291,87,1,28,2,1,3,A/D
251,89,1,35,2,1,1,A/D
274,100,1,44,0,3,1,A/D
289,89,2,47,1,2,1,A/D
263,97,2,61,1,2,2,A/D
300,92,2,83,2,1,2,A/D
252,88,1,69,0,1,3,A/D
281,93,2,9,0,3,3,A/D
261,88,1,45,1,3,1,A/D
284,92,1,62,1,2,3,A/D
283,90,1,62,0,1,2,A/D
260,88,2,96,0,2,3,A/D
306,100,1,6,0,3,1,A/D
266,90,2,19,2,1,3,A/D
277,94,1,24,1,1,2,A/D
263,95,1,12,1,2,1,A/D
296,93,1,81,1,3,1,A/D
309,96,1,97,2,2,2,A/D
271,89,1,63,1,1,3,A/D
284,100,1,88,2,1,2,A/D
279,94,1,11,1,3,2,A/D
301,98,2,10,2,3,3,A/D
292,93,2,3,0,2,1,A/D
280,87,1,66,2,2,3,A/D
257,93,1,35,0,2,1,A/D
287,92,1,58,1,3,3,A/D
278,88,2,61,2,1,3,A/D
297,91,1,97,2,2,1,A/D
259,100,1,53,2,1,3,A/D
300,93,2,23,0,3,3,A/D
287,88,1,99,0,1,2,A/D
274,93,1,72,1,2,2,A/D
310,86,2,69,0,2,2,A/D
302,92,1,3,0,2,3,A/D
276,87,1,28,2,1,2,A/D
264,99,1,38,0,2,2,A/D
269,92,2,79,2,1,3,A/D
257,88,1,57,0,1,1,A/D
298,92,1,75,0,3,2,A/D
309,99,2,52,1,2,2,A/D
274,86,2,59,0,2,3,A/D
266,89,2,61,0,3,1,A/D
284,96,2,46,1,3,3,A/D
285,96,1,11,1,3,3,A/D
265,93,1,45,0,2,2,A/D
293,92,2,29,1,1,2,A/D
309,89,1,77,1,2,1,A/D
270,91,2,44,0,2,1,A/D
289,88,2,52,0,3,1,A/D
281,100,1,25,0,1,3,A/D
281,85,1,35,0,3,3,A/D
257,99,1,80,0,3,3,A/D
290,94,1,1,1,3,2,A/D
282,99,2,53,1,3,1,A/D
301,88,1,48,1,1,2,A/D
292,91,1,62,1,1,1,A/D
260,95,1,63,1,3,3,A/D
263,91,1,29,0,3,1,A/D
272,92,1,10,1,1,1,A/D
268,90,2,98,0,2,3,A/D
285,93,2,63,1,1,1,A/D
300,88,1,85,2,3,1,A/D
254,95,2,97,2,2,2,A/D
260,96,2,32,1,2,3,A/D
294,88,2,11,1,2,1,A/D
272,86,2,92,1,1,1,A/D
287,100,1,91,1,1,1,A/D
262,87,2,47,2,2,1,A/D
287,90,2,13,1,2,1,A/D
282,99,1,66,0,2,1,A/D
264,96,2,15,2,3,3,A/D
283,93,2,88,2,2,3,A/D
295,91,2,78,2,1,3,A/D
278,98,2,91,2,3,1,A/D
267,86,2,43,2,3,1,A/D
294,85,1,60,2,2,3,A/D
290,99,2,55,1,1,2,A/D
258,95,1,11,2,3,1,A/D
268,90,2,57,1,2,1,A/D
298,85,2,27,1,3,2,A/D
299,89,1,14,2,1,2,A/D
286,93,1,39,2,2,1,A/D
304,100,1,63,1,3,2,A/D
299,90,2,19,2,3,1,A/D
265,90,1,15,0,2,2,A/D
271,88,2,41,0,2,2,A/D
261,94,1,18,0,2,1,A/D
260,90,2,8,1,2,3,A/D
254,94,1,4,1,1,2,A/D
286,93,1,4,0,3,2,A/D
263,94,2,32,1,2,2,A/D
297,85,2,1,1,2,3,A/D
309,88,2,57,0,2,3,A/D
305,89,2,29,1,3,1,A/D
288,87,2,59,1,3,1,A/D
292,85,1,26,2,3,3,A/D
251,87,1,84,0,2,3,A/D
307,87,2,66,2,1,1,A/D
268,98,2,6,0,1,1,A/D
310,99,1,67,0,3,1,A/D
257,90,1,70,0,3,3,A/D
300,97,1,84,1,2,1,A/D
298,96,2,46,1,3,1,A/D
270,88,1,48,1,2,2,A/D
264,93,2,27,1,2,2,A/D
287,100,1,33,0,1,1,A/D
268,91,2,29,1,1,1,A/D
276,91,2,98,2,3,1,A/D
267,97,2,11,0,2,2,A/D
269,92,1,23,2,3,3,A/D
292,93,2,4,2,1,3,A/D
254,85,2,85,0,3,2,A/D
297,89,1,73,1,1,1,A/D
271,99,1,92,2,1,2,A/D
306,98,1,62,0,3,2,A/D
293,87,2,62,2,1,2,A/D
300,94,1,89,2,1,3,A/D
284,98,1,7,2,1,2,A/D
291,100,1,14,1,2,2,A/D
280,85,2,11,2,3,2,A/D
265,92,2,48,2,2,3,A/D
251,90,2,93,2,1,1,A/D
253,88,2,15,2,3,2,A/D
262,95,2,1,2,3,2,A/D
277,90,1,14,1,1,2,A/D
305,85,2,13,2,1,2,A/D
292,95,2,18,2,1,2,A/D
291,100,2,74,0,2,3,A/D
269,96,2,83,0,1,2,A/D
303,98,2,28,0,2,3,A/D
283,94,1,64,0,2,1,A/D
299,100,2,70,1,1,1,A/D
299,93,1,6,0,2,3,A/D
271,100,2,91,2,2,1,A/D
274,91,2,37,0,3,2,A/D
284,86,1,6,2,1,2,A/D
269,89,2,84,2,1,2,A/D
303,87,1,79,0,1,2,A/D
299,88,1,73,2,1,3,A/D
269,95,2,54,2,2,1,A/D
306,98,1,62,1,1,3,A/D
285,94,1,68,2,1,1,A/D
297,100,2,73,2,3,1,A/D
284,91,2,50,2,2,3,A/D
263,96,1,5,0,3,1,A/D
266,92,1,44,1,2,2,A/D
251,97,1,89,2,2,1,A/D
288,93,2,40,2,1,3,A/D
271,91,2,36,1,3,2,A/D
280,93,2,7,1,1,2,A/D
256,98,2,98,2,2,2,A/D
251,91,1,23,0,1,1,A/D
297,99,2,47,0,2,3,A/D
255,96,1,63,2,3,3,A/D
277,92,2,45,0,3,1,A/D
279,88,2,88,1,1,1,A/D
282,94,2,79,2,1,1,A/D
293,99,2,60,0,1,3,A/D
263,91,2,100,2,1,1,A/D
281,96,1,71,0,2,3,A/D
309,89,2,48,2,1,2,A/D
303,88,1,63,2,2,2,A/D
303,94,1,10,0,3,3,A/D
269,89,2,3,1,1,3,A/D
261,88,1,73,2,3,3,A/D
277,89,2,79,2,1,1,A/D
271,92,1,81,1,2,2,A/D
310,90,1,14,1,3,3,A/D
258,95,2,48,1,1,2,A/D
263,89,1,32,1,2,1,A/D
263,95,1,42,0,1,2,A/D
310,99,1,80,2,3,1,A/D
301,93,1,73,1,3,2,A/D
250,87,1,11,1,1,3,A/D
292,89,2,68,2,2,2,A/D
274,99,2,22,0,2,3,A/D
294,87,2,86,2,2,3,A/D
283,85,1,92,1,2,3,A/D
265,95,2,45,0,1,1,A/D
271,98,1,50,0,3,3,A/D
305,97,1,59,1,3,1,A/D
261,94,1,87,0,3,2,A/D
267,85,1,90,0,3,3,A/D
258,98,2,72,0,2,2,A/D
294,87,2,20,1,1,3,A/D
281,95,2,14,2,2,1,A/D
294,90,2,17,0,2,2,A/D
270,91,2,8,1,3,1,A/D
281,96,1,45,2,3,1,A/D
267,91,2,29,2,1,1,A/D
285,90,2,98,1,2,1,A/D
300,87,2,4,2,3,1,A/D
253,87,1,44,2,2,2,A/D
252,99,1,17,2,1,2,A/D
306,97,2,76,2,2,3,A/D
281,100,2,82,2,1,1,A/D
293,89,2,16,0,3,1,A/D
274,96,2,8,1,1,3,A/D
255,91,1,1,2,1,2,A/D
287,85,2,39,0,1,1,A/D
284,85,2,22,0,1,1,A/D
297,95,1,94,2,3,3,A/D
264,88,1,29,2,1,1,A/D
251,95,2,42,0,3,1,A/D
297,85,2,53,0,3,3,A/D
310,91,1,17,0,1,2,A/D
297,85,2,4,1,2,1,A/D
275,93,2,74,2,3,3,A/D
274,87,1,59,2,2,3,A/D
304,96,2,54,2,1,1,A/D
260,89,1,12,1,1,2,A/D
288,100,2,14,2,1,2,A/D
310,99,2,20,2,3,3,A/D
261,86,1,74,1,1,3,A/D
307,91,2,83,0,1,3,A/D
250,93,1,46,1,2,2,A/D
261,100,2,29,0,1,2,A/D
288,94,2,82,1,3,1,A/D
257,88,1,85,1,2,3,A/D
256,94,1,3,0,1,1,A/D
258,95,2,88,0,3,3,A/D
269,95,2,93,1,2,2,A/D
291,99,1,38,1,3,2,A/D
260,94,1,52,0,3,3,A/D
279,94,2,21,2,3,2,A/D
275,93,1,80,0,2,3,A/D
291,99,1,45,1,2,2,A/D
277,95,1,42,0,3,3,A/D
294,94,1,70,2,2,1,A/D
272,97,1,45,1,2,1,A/D
256,88,1,99,2,2,3,A/D
292,94,2,6,0,3,1,A/D
265,95,1,21,2,3,2,A/D
293,94,2,8,1,2,2,A/D
274,92,2,55,0,1,1,A/D
299,92,2,50,0,2,3,A/D
281,100,1,23,0,2,1,A/D
286,99,2,81,0,3,2,A/D
266,90,2,99,1,3,3,A/D
304,96,2,29,1,2,1,A/D
253,93,1,48,0,3,3,A/D
263,85,1,68,0,1,2,A/D
289,98,1,83,1,3,1,A/D
308,92,1,75,0,3,1,A/D
266,99,2,4,0,1,2,A/D
262,89,2,6,2,2,2,A/D
283,94,2,11,0,1,3,A/D
294,93,2,2,0,2,3,A/D
291,89,2,18,0,1,2,A/D
284,100,2,6,2,2,3,A/D
305,88,2,95,2,3,2,A/D
257,91,2,24,0,1,1,A/D
257,91,2,6,0,3,1,A/D
298,88,1,63,2,3,1,A/D
292,96,1,38,1,2,3,A/D
302,93,1,56,2,3,3,A/D
301,100,2,77,1,2,1,A/D
285,98,1,16,2,2,1,A/D
260,88,1,97,0,2,2,A/D
269,89,1,57,1,1,1,A/D
273,89,2,13,1,1,1,A/D
253,95,2,25,0,3,1,A/D
282,92,1,98,1,3,3,A/D
256,98,1,56,2,3,1,A/D
265,95,2,79,2,1,3,A/D
258,88,1,19,1,3,1,A/D
305,100,1,44,0,2,2,A/D
310,94,1,34,0,1,2,A/D
296,89,2,62,2,3,2,A/D
257,95,2,89,1,2,1,A/D
289,93,2,40,1,3,3,A/D
256,98,1,39,1,1,3,A/D
297,86,2,23,0,2,1,A/D
270,89,1,30,1,1,1,A/D
288,93,2,49,2,3,2,A/D
257,92,1,33,2,1,3,A/D
274,91,1,3,2,2,2,A/D
287,86,1,96,1,2,1,A/D
262,87,1,9,1,1,1,A/D
258,88,2,3,0,3,2,A/D
279,85,2,43,0,3,2,A/D
252,92,1,64,0,1,3,A/D
303,89,2,51,1,1,2,A/D
308,100,2,15,2,2,3,A/D
253,94,2,7,2,2,2,A/D
295,90,1,78,1,2,1,A/D
293,86,2,80,1,2,2,A/D
297,86,2,83,2,2,2,A/D
291,96,2,80,0,2,2,A/D
272,87,1,26,0,1,3,A/D
273,89,2,80,2,3,3,A/D
276,100,1,16,0,1,3,A/D
265,100,1,64,0,1,1,A/D
303,98,2,60,2,3,3,A/D
296,88,1,38,1,2,2,A/D
265,99,2,86,0,1,3,A/D
282,90,2,28,0,1,3,A/D
273,94,1,72,0,1,2,A/D
287,87,1,87,0,2,3,A/D
252,88,1,83,2,2,3,A/D
293,85,1,60,2,2,2,A/D
281,97,1,95,2,1,2,A/D
281,92,1,4,1,2,2,A/D
272,86,1,65,1,3,2,A/D
287,100,1,63,0,3,3,A/D
266,92,2,75,2,1,1,A/D
265,85,2,31,0,3,2,A/D
284,100,1,47,2,2,1,A/D
269,94,2,73,1,3,3,A/D
298,86,2,57,1,3,1,A/D
272,100,2,92,2,2,1,A/D
291,95,2,23,2,2,1,A/D
286,85,1,14,2,3,1,A/D
260,93,2,10,2,1,1,A/D
271,93,1,36,0,1,2,A/D
295,85,1,6,1,1,3,A/D
251,87,2,27,1,3,3,A/D
269,87,2,86,1,3,1,A/D
267,86,2,98,1,1,2,A/D
275,95,2,6,2,3,1,A/D
306,97,2,61,1,2,3,A/D
270,97,1,34,0,1,1,A/D
267,92,1,67,2,1,1,A/D
288,93,2,97,1,1,3,A/D
264,85,1,8,0,3,1,A/D
302,89,1,63,1,1,2,A/D
277,87,2,90,1,2,3,A/D
271,91,1,13,2,2,2,A/D
299,85,2,1,2,2,1,A/D
306,91,2,62,0,2,2,A/D
284,89,2,20,0,3,3,A/D
303,89,2,51,0,3,2,A/D
274,96,1,90,1,1,2,A/D
274,100,2,6,1,2,2,A/D
297,95,1,25,0,3,3,A/D
301,85,2,66,2,1,1,A/D
281,94,2,62,0,2,2,A/D
287,85,2,30,0,2,2,A/D
263,87,2,66,2,3,2,A/D
276,100,2,27,0,2,3,A/D
266,93,2,97,0,1,2,A/D
302,98,1,18,0,3,2,A/D
261,87,1,2,1,1,2,A/D
282,87,2,23,1,2,1,A/D
285,96,1,74,1,3,1,A/D
283,92,2,53,2,1,1,A/D
267,96,1,94,1,2,1,A/D
296,96,1,99,0,2,1,A/D
295,94,1,47,0,1,2,A/D
266,92,2,61,2,1,3,A/D
260,99,1,83,1,1,3,A/D
279,88,1,44,2,1,2,A/D
251,94,1,15,0,3,2,A/D
295,98,1,26,1,3,1,A/D
276,89,1,35,1,3,2,A/D
308,85,1,90,2,2,2,broke
296,90,2,36,2,1,2,broke
295,91,1,7,1,1,3,broke
270,94,1,27,0,1,3,broke
250,92,2,63,2,2,1,broke
288,100,2,84,2,1,2,broke
266,90,1,74,0,3,1,broke
280,89,2,79,0,2,2,broke
295,98,2,25,0,2,1,broke
286,90,2,64,2,2,1,broke
284,91,1,76,1,3,2,broke
273,93,1,41,1,1,3,broke
259,90,2,97,0,1,1,broke
307,91,1,12,2,3,2,broke
290,85,1,44,2,3,3,broke
299,94,1,24,2,3,2,broke
287,99,1,91,0,3,3,broke
258,99,1,8,0,3,1,broke
253,99,2,14,1,2,2,broke
298,85,1,83,0,1,3,broke
295,85,2,6,0,2,2,broke
286,95,1,76,2,3,2,broke
304,98,1,40,1,2,2,broke
262,94,1,2,1,3,2,broke
285,90,1,40,2,1,3,broke
256,89,1,86,0,3,3,broke
299,96,2,31,1,2,2,broke
271,97,1,70,2,2,1,broke
310,93,2,5,0,2,2,broke
299,87,1,68,0,1,2,broke
298,99,1,75,2,2,1,broke
258,97,2,85,1,2,3,broke
306,100,1,16,0,3,3,broke
259,98,1,58,0,3,3,broke
295,91,1,42,0,1,1,broke
275,91,1,14,0,2,2,broke
267,93,2,37,1,3,1,broke
310,97,2,38,0,2,1,broke
254,92,1,66,1,1,3,broke
286,90,2,30,2,3,2,broke
297,89,1,11,1,3,1,broke
279,88,2,55,1,2,3,broke
296,98,2,19,0,1,2,broke
294,98,1,87,0,1,2,broke
288,92,1,67,2,2,3,broke
274,89,2,23,2,3,1,broke
297,95,1,100,2,1,3,broke
269,86,2,99,1,3,3,broke
307,100,2,75,1,1,2,broke
266,97,1,64,1,2,3,broke
309,92,1,90,0,2,3,broke
267,94,1,48,2,3,2,broke
253,96,1,79,2,3,2,broke
307,99,2,59,2,1,1,broke
259,92,1,30,1,3,1,broke
275,88,1,2,0,1,2,broke
306,99,1,50,0,1,3,broke
272,85,2,57,0,3,2,broke
252,97,2,38,2,1,3,broke
296,99,1,60,1,1,1,broke
264,95,2,36,0,3,2,broke
271,99,2,87,2,1,3,broke
269,85,1,64,0,1,3,broke
296,88,2,45,1,3,3,broke
259,93,1,30,0,2,3,broke
283,90,2,2,1,3,3,broke
302,94,2,62,2,1,2,broke
310,89,1,87,2,1,1,broke
272,96,2,9,2,2,3,broke
252,98,2,9,1,2,3,broke
292,90,1,8,1,3,1,broke
297,96,1,13,0,3,3,broke
304,88,2,8,1,2,1,broke
277,99,1,74,1,2,1,broke
297,98,1,81,1,2,2,broke
276,87,1,95,2,2,3,broke
292,100,1,62,2,3,1,broke
250,87,1,97,2,2,2,broke
307,95,1,54,0,1,1,broke
287,97,1,32,2,2,3,broke
261,85,1,13,2,2,1,broke
269,100,2,78,1,2,2,broke
251,97,1,13,1,2,1,broke
291,95,2,30,0,3,3,broke
261,95,2,61,1,2,2,broke
310,97,2,54,2,2,1,broke
262,86,1,92,0,1,2,broke
284,99,1,13,2,2,1,broke
257,95,1,98,0,2,3,broke
283,86,2,12,0,1,1,broke
299,88,1,68,1,3,1,broke
294,91,2,68,1,3,3,broke
253,90,1,46,0,1,3,broke
278,85,1,43,1,2,3,broke
263,85,1,42,0,2,1,broke
257,100,2,47,2,2,1,broke
310,93,1,28,1,1,1,broke
290,99,1,72,1,2,1,broke
253,91,2,94,2,3,2,broke
263,97,2,11,2,1,3,broke
306,90,1,93,2,1,1,broke
309,93,2,24,2,1,2,broke
257,93,1,59,2,3,2,broke
281,98,1,87,0,3,3,broke
274,100,2,63,0,1,1,broke
303,98,2,57,2,2,2,broke
274,98,1,86,2,1,2,broke
267,86,2,40,2,1,2,broke
298,96,1,35,2,3,3,broke
308,93,2,7,0,3,2,broke
310,87,1,65,1,3,2,broke
272,98,2,70,0,1,3,broke
258,96,2,14,0,2,2,broke
309,100,1,36,0,1,2,broke
262,92,2,81,0,2,1,broke
298,85,1,11,1,2,2,broke
298,89,2,79,0,2,1,broke
264,93,1,23,0,1,1,broke
280,95,1,32,0,1,3,broke
254,92,1,10,1,1,2,broke
265,85,1,4,0,1,1,broke
290,98,2,93,1,3,1,broke
288,88,1,14,1,3,3,broke
279,85,2,47,2,1,3,broke
299,96,2,47,2,3,2,broke
303,93,2,40,0,1,1,broke
310,97,2,22,2,2,2,broke
278,98,1,16,0,3,1,broke
278,93,1,27,2,2,1,broke
287,95,1,16,0,1,2,broke
252,94,2,28,2,1,2,broke
303,88,2,35,1,3,1,broke
250,100,1,89,0,2,1,broke
252,88,2,84,1,3,3,broke
284,92,2,0,1,2,2,broke
301,93,2,85,1,3,1,broke
275,96,1,69,0,2,2,broke
265,92,2,26,2,2,2,broke
276,86,1,87,0,2,3,broke
256,94,1,25,1,3,2,broke
